ad_type,start_date,end_date,created_on,lon,lat,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,currency,title,description,property_type,operation_type,price
Propiedad,2019-08-01,2019-08-14,2019-08-01,-58.3617792,-34.6139869,Capital Federal,Puerto Madero,2.0,1.0,2.0,100.0,100.0,USD,La Porteña Venta 1 suite!!,"La Porteña Faena.Excelente departamento equipado y amoblado en edifico de Faena . Palier semiprivado. Hall de entrada. Gran living comedor con salida a balcón y muy buena vista. Cocina integrada con muebles de acero y madera. Dormitorio principal en suite con lujoso baño compartimentado. Pisos de madera hidrolaqueados en impecable estado. El departamento cuenta con calefacción y aire acondicionado central. Cochera. Amenities: excelente piscina en el último piso con área cercada por vidrio. Gimnasio, seguridad las 24 hs.Matrícula CUCICBA N° 6289 Matrícula CMCPSI Nº 4805",Departamento,Venta,620000.0
Propiedad,2020-01-18,2020-03-19,2020-01-18,-58.3624946,-34.6132815,Capital Federal,Puerto Madero,2.0,1.0,1.0,88.0,83.0,USD,OPORTUNIDAD 2 AMBIENTES VENTA LA PORTEÑA,"DEPARTAMENTO EN VENTA 2 AMBIENTES , LA PORTEÑA FAENA. <br>POSEE PALIER SEMI PRIVADO, LIVING COMEDOR, COCINA INTEGRADA , DORMITORIO EN SUITE, TOILETTE, BALCÓN.<br><br>AMENITIES: PISCINA DESCUBIERTA, GIMNASIO, LAUNDRY, SEGURIDAD 24 HS.<br><br><br>(las medidas expresadas en m2 son ilustrativas y no son definitivas, se corroborarán con la escritura o el boleto original)",Departamento,Venta,379000.0
Propiedad,2019-11-12,2020-12-31,2019-11-12,-58.3613232,-34.6137688,Capital Federal,Puerto Madero,2.0,1.0,1.0,74.0,70.0,USD,"ALVEAR ICON  PUERTO MADERO, DEPTO DE 2 AMBIENTES CON COCHERA Y BAULERA","ALVEAR ICON, DEPARTAMENTO DE DOS AMBIENTES CON VISTA AL RÍO Y A LA RESERVA ECOLÓGICA, DOTADO DE UNA SUITE CON VESTIDOR Y BAÑO EN SUITE, COCINA SEPARADA CON INTEGRACIÓN PARCIAL AL LIVING COMEDOR, COCHERA Y BAULERA. UN DISTINGUIDO LUGAR RECONOCIDO MUNDIALMENTE.<br><br>AMENITIES: PILETA CLIMATIZADA, SPA, FITNESS CENTER, DISEÑADO CON CARPINTERÍA DE COURTAIN-WALL EN SUS 8 METROS DE ALTURA Y TECHO CORREDIZO TRANSPARENTE. RESTAURANTE EN ANTEÚLTIMO PISO Y EN ULTIMO PISO BAR, AMBOS BRINDAN VISTAS  PANORÁMICAS TANTO HACIA LA CUIDAD COMO EL RÍO.<br><br>(las medidas expresadas en m2 son ilustrativas y no son definitivas, se corroborarán con la escritura o el boleto original)",Departamento,Venta,980000.0
Propiedad,2019-11-09,2020-12-31,2019-11-09,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,3.0,1.0,2.0,275.0,200.0,USD,Único 3 ambientes en Zencity con terraza propia y 2 cocheras,"Único departamento de 3 ambientes con terraza propia en el complejo Zencity con 2 cocheras. Hermosa vista e impecable estado.<br>La unidad cuenta con dos dormitorios en suite, amplio living, cocina con comedor diario, gran terraza con increíble vista.<br>2 cocheras.<br>Los amenities del complejo incluyen seguridad 24 hs, piscinas climatizadas para adultos y niños, solarium con cascada y bar, amplio jardín parquizado, gimnasio, SPA, SUM con terraza propia, lavandería.<br><br>Se visita con entrevista previa. Esperamos su consulta!<br><br>SITUAR - tu lugar en el mundo<br> Manso 1626 - Puerto Madero<br><br><br>Nota importante: Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Fotografías no vinculantes ni contractuales.<br><br>Situar, tu lugar en el mundo<br> Centro, <br>Juana Manso 1626 Puerto Madero, CABA <br>Tel.  +54 11 <br>Seguinos en Instagram: @situarpropiedades<br><br>Matricula CPI 4.518 - Matricula CMCPSI 6.129",Departamento,Venta,1600000.0
Propiedad,2019-09-06,2020-12-31,2019-09-06,-58.361901,-34.6115705,Capital Federal,Puerto Madero,3.0,2.0,2.0,135.0,130.0,USD,MULIERIS / Puerto Madero.,"MULIERIS - Puerto Madero.<br><br>Departamento de 3 Ambientes con Cochera y Baulera.<br><br>Ideal para tu vivienda en la Ciudad de Buenos Aires.<br><br>Palier Privado<br>Cocina Americana<br>Living Comedor<br>Toilette de Recepcin<br>Dos dormitorios en Suite; ambos con Vestidor.<br>Lavadero<br><br>Amenities: Piscina - GYM - SUM<br><br>Las medidas precisas son las expresadas en el ttulo de propiedad.<br><br>Para mayor grado de informacin o su pedido de visita, no dude en contactarnos.<br> .Publicado por ESTEBAN PEREZ PENIN DIAZ PROPIEDADES a traves INMOMAP",Departamento,Venta,850000.0
Propiedad,2019-11-14,2020-12-31,2019-11-14,-58.363316,-34.604529,Capital Federal,Puerto Madero,2.0,1.0,1.0,64.0,62.0,USD,VENTA DEPARTAMENTO 2 AMB. PUERTO MADERO C/COCHERA,"Corredor Responsable: Pamela Suárez - CPI 5334Contacto: Marcelo Frangipani - MLS ID # 421141021-139MARTILLEROS:<br>JORGE DI PACE CSI 5899 / PAMELA M. SUAREZ CUCICBA 5334<br><br><br>VENTA DEPARTAMENTO DE 2 AMBIENTES EN EL PISO 25 DE LAS TORRES DEL YATCH - PUERTO MADERO<br><br>+ Living Comedor<br>+ Amplio dormitorio en suite con placards de gran capacidad de guardado<br>+ Cocina integrada<br>+ Baño completo<br>+ Toillete<br>+ Cochera fija cubierta de 12,50 m2.<br>+ Balcón con increíble vistas al río y a la Reserva Ecológica<br>+ Baulera de 4 m2<br>+ Impecable estado.<br><br>Las Torres del Yacht es un complejo de dos edificios ubicados en el Dique 4, de 44 pisos cada uno. Están rodeadas del Yacht Club, el Hotel Hilton, el Museo Fortabat y la Reserva Ecológica.<br><br>Los tres subsuelos están destinados a cocheras, y en la planta baja, cuenta con locales comerciales, piscinas climatizadas, salón de usos múltiples, laundry, saunas, solárium y gimnasio.<br><br>El principal detalle ornamental de los edificios son las dos plazas secas con árboles, ubicadas sobre una estructura de hormigón armado en cada torre, a la altura del 1º piso de viviendas, ya que ambas poseen arcadas que llegan hasta el 7º piso de departamentos.  \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar ",Departamento,Venta,470000.0
Propiedad,2019-08-01,2019-08-14,2019-08-01,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,3.0,2.0,3.0,140.0,121.0,USD,The Link Towers,"LINK UNE VANGUARDIA Y SOFISTICACIÓN CON AMENITIES PENSADOS PARA SER COMPARTIDOS. PROPONE UN ESTILO DE VIDA DONDE EL LUJO PASA CON LA CONEXIÓN: CON UNO MISMO Y CON LOS DEMÁS. LAS TORRESLink está compuesto por dos torres, con departamentos de 1, 2, 3 y 4 dormitorios, duplex y triplex. Celebra el encuentro y los vínculos, la vitalidad y la diversidad de la ciudad, aportando nuevos usos públicos en la planta baja, e innovadoras formas de habitar y compartir el espacio común. Por la amplitud y tipologías de sus plantas, Link acerca un nuevo concepto de vivienda multifamiliar hasta ahora inédito en Puerto Madero. Sus torres cuentan con automatización y optimización de todos sus sistemas de instalaciones, seguridad y comunicación. DEPARTAMENTOSStudios, departamentos, duplex y triplex. Link ofrece distintas opciones dentro de una variedad de unidades que va desde departamentos de 1 hasta 4 dormitorios En lo más alto se encuentran los exclusivos duplex y triplex de 5 ambientes con terrazas semicubiertas. Cuenta con amenities de lujo, pensados como espacios de encuentro para uso de sus residentes. LAS ÁREAS COMUNES Link reemplaza los tradicionales amenties por espacios de encuentro.Todos ellos tienen en común la posibilidad de compartir experiencias. No se trata de lugares vacíos sino de propuestas con algún contenido particular para vivir en conexión con uno mismo y con los demás. Todos ellos se encuentran equipados con la última tecnología para uso de los residentes: spa de agua, in &amp; out pools, gourmet &amp; wine, gimnasio, fire place, fun room, kids place, marinas, houseboats, lobby y living room. ÁREAS VERDES El verde es parte esencial de Link. Hay jardines de uso común, jardines verticales y vegetación en las terrazas privadas.Entre ambos frentes se abre un amplio pulmón con piletas y amenities para todo el complejo. Este jardín comunica y permite una buena circulación del aire. A su vez, es contenido por muros verdes que aportan privacidad y un marco de naturaleza al entorno.UBICACIÓN Link posee una ubicación única en el Dique 1 de Puerto Madero, junto al espejo de agua. Ocupa las parcelas 8 y 9, delimitadas por el Boulevard Juana Manso y las calles Pierina Dealessi y Camila O´Gorman. Al este limita con el río y al oeste con el Dique y con el centro de la ciudad. Los accesos son a través de una calle privada que conecta visualmente Juana Manso con el Dique. Desde allí se ingresa a ambas torres a través de una rotonda que tiene en el centro una gran escultura metálica.FICHA TÉCNICA• 2 torres de 33 pisos, 260 departamentos. • Superficie cubierta y semicubierta total: 30.000 m². • Cada torre cuenta con los siguientes amenities / espacios de encuentro: Pileta In &amp; Out, Fireplace, Gimnasio en doble altura, Gourmet &amp; Wine, Solarium, Jardines, Pool Lounge, Locales Comerciales, Fun Room, Kids Place, Lobby y Livings. • Amenitie compartido: Spa de agua y Marinas (Yacht). • 385 cocheras, bauleras, áreas técnicas y áreas de servicios. • Estado de la construcción: en pozo. • Fecha de entrega: AGOSTO de 2019 Torre Adán y DICIEMBRE 2020 - Torre Eva. TOWER ADAN¬ Piso 2: unidades de 2 ambientes. ¬ Pisos 3 al 30: unidades de 2 y 3 ambientes. ¬ Pisos 31, 32 y 33: unidades de 2 ambientes y dúplex de 2 y 3 ambientes. TOWER EVA¬ Piso 2: unidades de 3 ambientes. ¬ Pisos 3 al 15: unidades de 2 y 3 ambientes. ¬ Pisos 16 al 25: unidades de 3 y 4 ambientes. ¬ Pisos 26 al 30: unidades de 4 ambientes. ¬ Pisos 31, 32 y 33: triplex de 5 ambientes.",Departamento,Venta,940010.0
Propiedad,2019-12-16,2019-12-23,2019-12-16,-58.3594498968,-34.6129542205,Capital Federal,Puerto Madero,2.0,1.0,2.0,82.0,82.0,USD,Excelente 2 ambientes full amenities Opcion cochera .oo,"Edificio CHATEAU - Puerto Madero-Superficie: 82 m2Descripción: Descripción: Master Suite con Placard de pared a pared., Balcon con vista al dique desde la suite. Toilete de recepcion. Entrada de Servicio. Cocina Tipo Americana con barra desayunado. Palier Semi privado Balcon Aterrazado con una vista al rio y reserva ecologica muy linda. Palier con doble ascensor, hall de distribución, muy lindo living comedor, con salida a balcón y excelente vista abierta al parque y río. Toilette de visitas. Placard de recepción. Amplio dormitorio principal, en suite y con gran placard de pared a pared. Baño en suite con muy cómodo con Jacuzzi y mampara.La cocina tiene una amplia barra desayunadora, espacio para lavarropa y es amplia y muy cómoda. El departamento cuenta con calefacción por loza radiante, y sistema de aire acondicionado frío calor central. (pero individualizable en cada ambiente).Luces; cortinas y Blackouts1 Cochera y 1 baulera.AMENITIES:Piscinas climatizadas cubiertas y descubiertas para adultos y para niños rodeadas de amplios jardines parquizados.Solarium con espejo de agua y barra-bar.Juegos al aire libre y sala de juegos para niños.Fitness center: Gimnasio- Consecionado por Megatlon -Spa- Sauna- Peluquería - Salón de masajes - Cine - Salón exclusivo para deportes - Cancha de tennisSalón de usos múltiples con vistas al jardín del complejo y terrazas propias.Salón para niños con actividades diarias bajo personal a cargo.Restaurante - Cafe bar.Servicio de conserjería.Lujoso hall de entrada con doble altura.Palier privado en todas las unidades.Grupo electrógeno.Vestuarios y sanitarios con duchas para personal de servicio.Lavandería.Lavadero de autosEstacionamiento de cortesía para visitas.Cocheras fijas y bauleras.",Departamento,Venta,449999.0
Propiedad,2019-10-12,2019-12-23,2019-10-12,-58.3626466,-34.6110686,Capital Federal,Puerto Madero,3.0,2.0,3.0,174.0,137.0,USD,El Mirador 3 amb más dependencia PIso alto vista Franca al RIO,"Torre El mirador. Excelente departamento, único con terraza propia apto parrilla.Palier semi privado. Toilette de recepción. Living comedor con salida a balcón corrido con vista franca al río. 2 dormitorios en suiteAmbos con vista abierta al dique y a la ciudad. Cocina con isla y salida a balcón terraza. Dependencia de servicio o escritorio con entrada independiente. Cochera opcional valor .- C/U (disponibles 2) Losa radiante individual-Aires acondicionados en todos los ambientes.Torre full Amenities:Pileta climatizada cubierta en invierno y descubierta en verano. Gimnasio. 2 sum. Sala de cine. Mirador en el piso 27. Jaula de golf. 133m cubiertos y el resto de balcón. .",Departamento,Venta,899000.0
Propiedad,2019-08-01,2019-08-13,2019-08-01,-58.3614483534,-34.6195633327,Capital Federal,Puerto Madero,3.0,2.0,3.0,263.0,150.0,USD,Departamento 3 ambientes en venta -  Terraza propia - Harbour House Puerto Madero,"En Puerto Madero con muy buena ubicación en el “Dique 1” edificio “Harbour House”, les ofrecemos a la venta este exclusivo departamento de 3 ambientes con 2 cocheras y terraza propia con quincho y jacuzzi. Ubicado en el piso diez con excelente luz en todos sus ambientes y un estilo neoyorquino super cool que lo hace único. En planta baja, entrada principal y de servicio, cocina, lavadero independiente, toilette de recepción, living comedor con salida hacia balcón con vista a la reserva, dos dormitorios, un baño completo y un amplio vestidor. En planta alta encontramos una gran terraza propia parquizada con vista al dique, jacuzzi y un espectacular quincho con parrilla y baño que brinda todas las comodidades necesarias para disfrutar de este increíble lugar. El departamento tiene detalles y terminaciones de gran categoría. Refrigeración y calefacción central, persianas eléctricas. El edificio Harbour House brinda amplia variedad de servicios como lo son el gym, spa, sala de relax, sauna, jacuzzi. piscina climatizada, piscina abierta, solarium, áreas verdes, sala de lavado y planchado etc. Muy buena ubicación cercana al supermercado Jumbo y al nuevo Shopping. (((NO TE PIERDAS EL VÍDEO PARA CONOCER BIEN EL DEPARTAMENTO DESPUÉS DE LA ULTIMA FOTO)))))) Avila´s Personal Shopper Inmobiliario AVISO LEGAL: La ficha, los planos y las imágenes son facilitadas por Avila´s al solo efecto de otorgar una rápida visualización del inmueble. Todas las medidas son meramente descriptivas y han sido computadas con medidor digital de distancia, por lo cual se deja expresamente aclarado que pueden existir diferencias con las medidas exactas que surgen de la realidad y/o de la escritura. Y el valor consignado de expensas mensual está sujeto a verificación y/o ajuste",Departamento,Venta,1150000.0
Propiedad,2019-10-16,2020-12-31,2019-10-16,-58.3620127,-34.6153162,Capital Federal,Puerto Madero,2.0,1.0,1.0,51.0,47.0,USD,Departamento - Puerto Madero,"En pleno Art District, cercano al Puente de la Mujer y a los hoteles El Porteño y Faena, se ubica este nuevo<br>Lumiere  Boulevard. Sumándose al exitoso edificio Lumiere Puerto Madero. <br><br>Edificio en obra. Fecha estimada de entrega Enero 2021.<br><br>Es un departamento de dos ambientes con vista a los jardines centrales, tiene 51 m2 totales y 47 cubiertos. Hay cocheras disponibles para la venta.<br><br>Precio oportunidad, sesión de boleto. Forma de pago  y 13 cuotas de . <br><br>Esperamos su consulta. <br><br><br><br>El edificio contará con amenities como piscina, solarium, sauna, gimnasio, área de relax, área recreativa, parilla, sum y seguridad 24hs.<br><br><br>CODIGO DEL INMUEBLE: IAP2214018<br>--<br>» Contactanos por Whatsapp agregando a tu móvil +5 1001<br>» Continuá tu búsqueda en nuestro sitio web. <br>» Contamos con sucursales en Recoleta, Barrio Norte, Nordelta y Pilar.<br>» Tasamos en 24 hs bajo normas ISO 9001.<br>» Llamanos al  o escribinos a <br>--<br>Jorge Izrastzoff: Mat. CPI 1354<br>Mariano Geminiani: Mat. CSI 6579<br>-- <br>#DondeVivenLasHistorias",Departamento,Venta,238800.0
Propiedad,2020-03-17,2020-06-27,2020-03-17,-58.362114,-34.613541,Capital Federal,Puerto Madero,3.0,2.0,2.0,163.0,152.0,USD,Majestuoso 3 Ambientes c/ coch. La Poteña - FAENA,"Corredor Responsable: Juan Francisco Carattino - CPI 5457Contacto: María Luján Pagella - MLS ID # 421331017-13Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él.<br>Martillero:<br>Juan Francisco Carattino CUCICBA 5457<br> <br><br>Este excelente departamento de 3 ambientes con dependencia de servicio, esta ubicado en un piso medio del destacado complejo La Porteña Residences II. <br><br>Dispone de palier privado, un hall de recepción con toilette. <br>Un amplio living comedor con salida a un gran balcón aterrazado sobre Juana Manso. <br>Cocina equipada completa con lavadero independiente.<br>Cuenta con dos habitaciones: La Master Suite de muy buenas dimensiones con vestidor y baño completo con hidromasaje. La habitación secundaria en suite, de generoso tamaño, con vestidor. <br><br>Posee dependencia con baño completo.<br><br>Cuenta con 1 cochera y 1 baulera. <br><br>Es un gran departamento, con terminaciones de excelente calidad, cuenta con mármoles italianos en cocinas y baños, pisos de madera de lapacho, herrajes, griferías y sanitarios de primeras marcas y carpinterías con DVH.  Posee aire acondicionado y calefacción individual. <br><br>La Porteña Residences II es un edificio que cuenta con Recepción las 24 horas. Consta de 10 pisos y posee Gimnasio, Salón de Usos Múltiples, Piscina Climatizada, Solárium, dos jacuzzis y laundry.<br><br>Consultanos!<br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar ",Departamento,Venta,700000.0
